だれが,なにを,エリア,どこで,施設名,住所,電話番号
高齢者,暮らし,福岡エリア,東峰村,東峰村役場　宝珠山庁舎,838‐1792　福岡県朝倉郡東峰村大字宝珠山6425,0946722311
高齢者,暮らし,福岡エリア,東峰村,福井コミュニティセンター,838‐1702　福岡県朝倉郡東峰村大字福井926-7,-
高齢者,暮らし,筑後エリア,大牟田市,こはまクリニック,福岡県大牟田市小浜町９５番６,-
高齢者,暮らし,筑後エリア,大牟田市,医療法人悠久会　大牟田共立病院,836‐0012　福岡県大牟田市 明治町3-7−5,0944535461
高齢者,暮らし,筑後エリア,大牟田市,リフレスおおむた,837‐0901　福岡県大牟田市大字四ケ1221番地,0944587777
高齢者,暮らし,筑後エリア,大牟田市,大牟田柳川信用金庫　吉野支店,837‐0911　福岡県大牟田市 大字橘1563-1,0944582166
高齢者,暮らし,筑後エリア,大牟田市,軽費老人ホーム　久福木サン荘,837‐0915　福岡県大牟田市 大字久福木1169-3,0944511411
高齢者,暮らし,筑後エリア,大牟田市,大牟田市保健所,836‐0843　福岡県大牟田市不知火町1丁目5番地1,-
高齢者,暮らし,筑後エリア,大牟田市,福岡地方裁判所大牟田支部　福岡家庭裁判所大牟田支部　大牟田簡易裁判所,836‐0052　福岡県大牟田市白金町101,0944533503
高齢者,暮らし,筑後エリア,大牟田市,兼行病院,837‐0924　福岡県大牟田市大字歴木977-4,0944540055
高齢者,暮らし,筑後エリア,大牟田市,介護老人保健施設　はなぞの,836‐0867　福岡県大牟田市 花園町64-5,0944528600
高齢者,暮らし,筑後エリア,大牟田市,大正町公衆トイレ,836‐0047　福岡県大牟田市大正町1丁目10番地大正町交番裏,-
高齢者,暮らし,筑後エリア,大牟田市,特定有料老人ホーム　シニアライフ　久福木,837‐0915　福岡県大牟田市 大字久福木905-2,0944526411
高齢者,暮らし,筑後エリア,大牟田市,大牟田柳川信用金庫　新栄町支店,836‐0041　福岡県大牟田市 新栄町21-2,0944542795
高齢者,暮らし,筑後エリア,大牟田市,医療法人静光園　第二病院,836‐0885　福岡県大牟田市下池町29,0944528881
高齢者,暮らし,筑後エリア,大牟田市,南大牟田病院,836‐0094　福岡県大牟田市 臼井町23−1,0944572000
高齢者,暮らし,筑後エリア,大牟田市,特別養護老人ホーム　サン久福木,837‐0915　福岡県大牟田市 大字久福木894,0944552011
高齢者,暮らし,筑後エリア,大牟田市,大牟田市葬祭場,836‐0872　福岡県大牟田市 黄金町2-210-2,0944524106
高齢者,暮らし,筑後エリア,大牟田市,西鉄大牟田線大牟田駅,836‐0843　福岡県大牟田市不知火町1丁目,0944722503
高齢者,暮らし,筑後エリア,大牟田市,西鉄大牟田線新栄町駅,836‐0041　福岡県大牟田市新栄町,0944722503
高齢者,暮らし,筑後エリア,大牟田市,西鉄大牟田線西鉄銀水駅,837‐0917　福岡県大牟田市大字草木,0944722503
高齢者,暮らし,筑後エリア,大牟田市,西鉄大牟田線東甘木駅,837‐0905　福岡県大牟田市大字甘木,0944722503
高齢者,暮らし,筑後エリア,大牟田市,西鉄大牟田線倉永駅,837‐0906　福岡県大牟田市大字倉永,0944722503
高齢者,暮らし,筑後エリア,大牟田市,西鉄大牟田線西鉄渡瀬駅,837‐0906　福岡県大牟田市大字倉永,0944722503
高齢者,暮らし,筑後エリア,大牟田市,新大牟田駅駐車場,837‐0910　福岡県大牟田市岩本新町1丁目300,-
高齢者,暮らし,筑後エリア,大牟田市,大牟田市総合福祉センター,836‐0815　福岡県大牟田市瓦町9-3,-
高齢者,暮らし,筑後エリア,大牟田市,市営大牟田駅東口駐車場,福岡県大牟田市大牟田1-1232-6,-
高齢者,暮らし,筑後エリア,大牟田市,JR九州吉野駅,837‐0906　福岡県大牟田市大字倉永,-
高齢者,暮らし,筑後エリア,大牟田市,JR九州銀水駅,837‐0917　福岡県大牟田市大字草木２２９,-
高齢者,暮らし,筑後エリア,大牟田市,JR九州大牟田駅,836‐0843　福岡県大牟田市不知火町1,0944520052
高齢者,暮らし,筑後エリア,大牟田市,JR九州新幹線　新大牟田駅,837‐0913　福岡県大牟田市大字岩本2509-3,-
高齢者,暮らし,筑後エリア,大牟田市,福岡地方裁判所大牟田支部・福岡家庭裁判所大牟田支部・大牟田簡易裁判所,836‐0052　福岡県大牟田市白金町101,0944533503
高齢者,暮らし,筑後エリア,大牟田市,明治小学校（体育館）,大牟田市明治町2-21-1,0944536017
高齢者,暮らし,筑後エリア,大牟田市,勝立地区公民館,大牟田市新勝立町4-1-1,0944510393
高齢者,暮らし,筑後エリア,大牟田市,みなと小学校（校舎・体育館）,大牟田市上屋敷2-3-1,0944536004
高齢者,暮らし,筑後エリア,大牟田市,駛馬小学校（校舎・体育館）,大牟田市馬場町17,0944536008
高齢者,暮らし,筑後エリア,大牟田市,エコサンクセンター,836‐0011　大牟田市健老町461,0944412735
高齢者,暮らし,筑後エリア,大牟田市,天領小学校（校舎・体育館）,大牟田市天領町1-145-1,0944536006
高齢者,暮らし,筑後エリア,大牟田市,大牟田中央小学校（校舎・体育館）,大牟田市笹林町1-1-3,0944536014
高齢者,暮らし,筑後エリア,大牟田市,労働福祉会館,836‐0851　大牟田市笹林1-1-1,0944575930
高齢者,暮らし,筑後エリア,大牟田市,甘木中学校（体育館）,大牟田市大字甘木613-1,0944580033
高齢者,暮らし,筑後エリア,大牟田市,サン・アビリティーズおおむた,836‐0004　大牟田市大字手鎌1380-3,0944510876
高齢者,暮らし,筑後エリア,大牟田市,中央地区公民館,大牟田市原山町13-3,0944531502
高齢者,暮らし,筑後エリア,大牟田市,田隈中学校（体育館）,大牟田市大字田隈338,0944536040
高齢者,暮らし,筑後エリア,大牟田市,手鎌地区公民館,大牟田市大字手鎌1300-42,0944566008
高齢者,暮らし,筑後エリア,大牟田市,平原小学校（校舎・体育館）,大牟田市平原町333,0944536019
高齢者,暮らし,筑後エリア,大牟田市,大牟田市役所,836‐8666　大牟田市有明町2-3,0944412222
高齢者,暮らし,筑後エリア,大牟田市,大牟田市立図書館,大牟田市宝坂町2-2-3,0944554504
高齢者,暮らし,筑後エリア,大牟田市,手鎌小学校（校舎・体育館）,大牟田市大字唐船395,0944536025
高齢者,暮らし,筑後エリア,大牟田市,三池小学校（校舎）,大牟田市大字新町289-1,0944536021
高齢者,暮らし,筑後エリア,大牟田市,駛馬地区公民館,大牟田市馬込町１-20-1,0944575443
高齢者,暮らし,筑後エリア,大牟田市,倉永小学校（体育館）,大牟田市大字倉永1307,0944581038
高齢者,暮らし,筑後エリア,大牟田市,白光中学校（校舎・体育館）,大牟田市椿黒町32,0944536036
高齢者,暮らし,筑後エリア,大牟田市,三川地区公民館,大牟田市上屋敷町1-12-3,0944525957
高齢者,暮らし,筑後エリア,大牟田市,白川小学校（体育館）,大牟田市中白川1-183,0944536018
高齢者,暮らし,筑後エリア,大牟田市,吉野地区公民館,大牟田市大字白銀781-3,0944583479
高齢者,暮らし,筑後エリア,大牟田市,宅峰中学校（校舎・体育館）,大牟田市右京町1,0944536034
高齢者,暮らし,筑後エリア,大牟田市,吉野小学校（体育館）,大牟田市大字白銀967-17,0944581037
高齢者,暮らし,筑後エリア,大牟田市,三池地区公民館,大牟田市大字三池629-2,0944538343
高齢者,暮らし,筑後エリア,大牟田市,御大典記念グランド,大牟田市黄金町1-123,0944530321
高齢者,暮らし,筑後エリア,大牟田市,天の原小学校（体育館）,大牟田市笹原町3-116,0944536009
高齢者,暮らし,筑後エリア,大牟田市,大牟田特別支援学校（高等部校舎）,大牟田市天道町24,0944569671
高齢者,暮らし,筑後エリア,大牟田市,大正小学校（体育館）,大牟田市大正町5-5-9,0944536015
高齢者,暮らし,筑後エリア,大牟田市,宮原中学校（校舎・体育館）,大牟田市米生町2-26,0944536032
高齢者,暮らし,筑後エリア,大牟田市,大牟田総合庁舎,836‐0034　福岡県大牟田市小浜町24-1,0944415112
高齢者,暮らし,筑後エリア,大牟田市,福岡県立大牟田高等技術専門校,837‐0924　福岡県大牟田市大字歴木475番地,0944540320
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線聖マリア病院前駅,830‐0047　福岡県久留米市津福本町453-2,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線犬塚駅,830‐0112　福岡県久留米市三潴町玉満,0944722503
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線三潴駅,830‐0102　福岡県久留米市三潴町田川,0944722503
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線大善寺駅,830‐0073　福岡県久留米市大善寺町宮本,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線安武駅,830‐0072　福岡県久留米市安武町安武本,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線津福駅,830‐0047　福岡県久留米市津福本町,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄試験場前駅,830‐0047　久留米市津福本町453-2,0570001010
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線花畑駅,830‐0039　福岡県久留米市花畑一丁目,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線西鉄久留米駅,830‐0032　福岡県久留米市東町309-2,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線櫛原駅,830‐0003　福岡県久留米市東櫛原町,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄大牟田線宮の陣駅,839‐0801　福岡県久留米市宮ノ陣5丁目2,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄甘木線五郎丸駅,839‐0801　福岡県久留米市宮ノ陣6丁目4,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄甘木線学校前駅,839‐0803　福岡県久留米市宮ノ陣町大杜,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄甘木線古賀茶屋駅,839‐0805　福岡県久留米市宮ノ陣町八丁島,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄甘木線北野駅,830‐1122　福岡県久留米市北野町今山,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄甘木線大城駅,830‐1125　福岡県久留米市北野町乙丸,0942343322
高齢者,暮らし,筑後エリア,久留米市,西鉄甘木線金島駅,830‐1102　福岡県久留米市北野町八重亀,0942343322
高齢者,暮らし,筑後エリア,久留米市,こがケアアベニュー宮ノ陣,839‐0801　福岡県久留米市　宮ノ陣4丁目30-10,-
高齢者,暮らし,筑後エリア,久留米市,JAくるめ　東部支店,839‐0824　福岡県久留米市　善導寺町飯田620-2,-
高齢者,暮らし,筑後エリア,久留米市,JAみづま 本所,830‐0102　福岡県久留米市　三潴町田川211,-
高齢者,暮らし,筑後エリア,久留米市,JAくるめ　北部支店,839‐0803　福岡県久留米市　宮ノ陣町大社426-1,-
高齢者,暮らし,筑後エリア,久留米市,福岡トヨタ　久留米本店,830‐0033　福岡県久留米市　天神町2丁目38番地,-
高齢者,暮らし,筑後エリア,久留米市,ほほえみの郷,830‐0041　福岡県久留米市　白山町210番地１,-
高齢者,暮らし,筑後エリア,久留米市,JAくるめ　本店・中央支店,830‐0036　福岡県久留米市　篠原町4番地の7,-
高齢者,暮らし,筑後エリア,久留米市,高良台リハビリテーション病院,830‐0063　福岡県久留米市　藤光町965番地の２,-
高齢者,暮らし,筑後エリア,久留米市,JAくるめ 西部支店,830‐0062　福岡県久留米市　荒木町白口2371,-
高齢者,暮らし,筑後エリア,久留米市,北野生涯学習センター別館,830‐1113　久留米市北野町中3298-2,0942785939
高齢者,暮らし,筑後エリア,久留米市,北野生涯学習センター本館,830‐1113　久留米市北野町中273-1,0942782308
高齢者,暮らし,筑後エリア,久留米市,久大本線善導寺駅,839‐0824　福岡県久留米市善導寺町飯田,-
高齢者,暮らし,筑後エリア,久留米市,久大本線田主丸駅,839‐1233　福岡県久留米市田主丸町田主丸,-
高齢者,暮らし,筑後エリア,久留米市,久大本線筑後草野駅,839‐0834　福岡県久留米市草野町紅桃林,-
高齢者,暮らし,筑後エリア,久留米市,久大本線南久留米駅,839‐0862　福岡県久留米市野中町,-
高齢者,暮らし,筑後エリア,久留米市,久大本線久留米高校前駅,830‐0038　福岡県久留米市西町,-
高齢者,暮らし,筑後エリア,久留米市,久大本線御井駅,839‐0851　福岡県久留米市御井町,-
高齢者,暮らし,筑後エリア,久留米市,久大本線久留米駅,830‐0022　福岡県久留米市城南町２－２１,-
高齢者,暮らし,筑後エリア,久留米市,久大本線久留米大学前駅,839‐0842　福岡県久留米市御井朝妻１丁目８,-
高齢者,暮らし,筑後エリア,久留米市,JR九州久留米駅,830‐0022　福岡県久留米市城南町２－２１,-
高齢者,暮らし,筑後エリア,久留米市,JR九州新幹線　久留米駅,830‐0022　福岡県久留米市城南町２－２１,-
高齢者,暮らし,筑後エリア,久留米市,東国分校区コミュニティセンター,839‐0863　久留米市国分町462番地9,0942220507
高齢者,暮らし,筑後エリア,久留米市,篠山コミュニティセンター,830‐0022　久留米市城南町22-28,0942322553
高齢者,暮らし,筑後エリア,久留米市,京町校区コミュニティセンター,830‐0049　久留米市大石町１４３,0942350171
高齢者,暮らし,筑後エリア,久留米市,犬塚校区コミュニティセンター,830‐0112　久留米市三潴町玉満２９２２−２,0942549012
高齢者,暮らし,筑後エリア,久留米市,草野校区コミュニティセンター,839‐0837　久留米市草野町矢作５０６−１,0942470002
高齢者,暮らし,筑後エリア,久留米市,江上校区コミュニティセンター,830‐0213　久留米市城南町江上３１２−３,0942558746
高齢者,暮らし,筑後エリア,久留米市,南校区コミュニティセンター,830‐0051　久留米市南一丁目2-41,0942334537
高齢者,暮らし,筑後エリア,久留米市,福岡地方裁判所久留米支部・福岡家庭裁判所久留米支部・久留米簡易裁判所・久留米検察審査会,830‐8530　福岡県久留米市篠山町21,0942325387
高齢者,暮らし,筑後エリア,久留米市,JR九州荒木駅,830‐0062　福岡県久留米市荒木町白口,-
高齢者,暮らし,筑後エリア,久留米市,久留米市シルバー人材センター,830‐0038　久留米市西町873-7,0942355229
高齢者,暮らし,筑後エリア,久留米市,久留米市児童センター,830‐0031　久留米市六ツ門町3-11 くるめりあ六ツ門５階,0942353809
高齢者,暮らし,筑後エリア,久留米市,久留米市斎場,839‐0852　久留米市高良内町4030-1,0942214433
高齢者,暮らし,筑後エリア,久留米市,ＪＲ久留米駅,830‐0022　久留米市城南町225,0942322105
高齢者,暮らし,筑後エリア,久留米市,ＪＲ久留米駅東西自由通路,830‐0022　久留米市城南町225,0942216177
高齢者,暮らし,筑後エリア,久留米市,西鉄花畑駅,830‐0039　久留米市花畑1丁目,0570001010
高齢者,暮らし,筑後エリア,久留米市,西鉄久留米駅,830‐0032　久留米市東町72-8,0570001010
高齢者,暮らし,筑後エリア,久留米市,西鉄久留米バスセンター,830‐0032　久留米市東町上天神316-2,-
高齢者,暮らし,筑後エリア,久留米市,久留米市北野総合支所（本館）,830‐1192　久留米市北野町中3245-3,0942783551
高齢者,暮らし,筑後エリア,久留米市,久留米市城島総合支所,830‐0211　久留米市城島町楢津743-2,0942622111
高齢者,暮らし,筑後エリア,久留米市,田主丸総合支所（田主丸地域保健センター等複合施設）,839‐1233　久留米市田主丸町田主丸４５９−１１,0943722111
高齢者,暮らし,筑後エリア,久留米市,久留米市北野総合支所（西別館）,830‐1122　久留米市北野町今山564−2,0942783696
高齢者,暮らし,筑後エリア,久留米市,三潴保健センター,830‐0112　久留米市三潴町玉満2779-1,0942642313
高齢者,暮らし,筑後エリア,久留米市,久留米市三潴総合支所,830‐0112　久留米市三潴町玉満2779-1,0942642311
高齢者,暮らし,筑後エリア,久留米市,久留米市田主丸総合支所,839‐1233　久留米市田主丸町田主丸459-11,0943722111
高齢者,暮らし,筑後エリア,久留米市,田主丸中央病院,839‐1213　久留米市田主丸町益生田892,0943722460
高齢者,暮らし,筑後エリア,久留米市,久留米市社会福祉協議会（はーとふる久留米）,830‐0027　久留米市長門石一丁目1-34,0942343035
高齢者,暮らし,筑後エリア,久留米市,市民活動サポートセンター・みんくる,830‐0031　久留米市六ツ門町3-11 くるめりあ六ツ門６階,0942309067
高齢者,暮らし,筑後エリア,久留米市,西国分校区コミュニティセンター,830‐0037　久留米市諏訪野町１５６２−１,0942334529
高齢者,暮らし,筑後エリア,久留米市,久留米地域地場産業振興センター,839‐0809　久留米市東合川5-8-5,0942443700
高齢者,暮らし,筑後エリア,久留米市,久留米市城島ふれあいセンター,830‐0203　久留米市城島町浜293,0942626226
高齢者,暮らし,筑後エリア,久留米市,久留米地域職業訓練センター,839‐0809　久留米市東合川5-9-10,0942445201
高齢者,暮らし,筑後エリア,久留米市,久留米市役所本庁舎,830‐8520　久留米市城南町15-3,0942309000
高齢者,暮らし,筑後エリア,久留米市,久留米市野中生涯学習センター,839‐0862　久留米市野中町1075-2,0942344996
高齢者,暮らし,筑後エリア,久留米市,田中まさはるクリニック,830‐1122　久留米市北野町今山370-1,0942413535
高齢者,暮らし,筑後エリア,久留米市,日本年金機構 久留米年金事務所,830‐0037　久留米市諏訪野町2401,0942336192
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 久留米営業部,830‐0017　久留米市日吉町16-18,0942324431
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 大善寺支店,830‐0073　久留米市大善寺町宮本2152,0942272161
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 東久留米支店,830‐0032　久留米市東町37-11,0942325225
高齢者,暮らし,筑後エリア,久留米市,安本病院,830‐0112　久留米市三潴町玉満2371,0942642032
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 久留米市庁内出張所,830‐0022　久留米市城南町15-3,0942358710
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 善導寺支店,839‐0824　久留米市善導寺町飯田631-1,0942471003
高齢者,暮らし,筑後エリア,久留米市,古賀病院２１,839‐0801　久留米市宮ノ陣町3-3-8,0942383333
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 北野支店,830‐1122　久留米市北野町今山572-1,0942783111
高齢者,暮らし,筑後エリア,久留米市,新古賀クリニック,830‐0033　久留米市天神町106-1,0942352485
高齢者,暮らし,筑後エリア,久留米市,ツジ胃腸内科医院,839‐0863　久留米市国分町1163-1,0942211582
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 国分支店,839‐0863　久留米市国分町1172-7,0942225152
高齢者,暮らし,筑後エリア,久留米市,新古賀病院,830‐0033　久留米市天神町120,0942382222
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 田主丸支店,839‐1233　久留米市田主丸町田主丸533-8,0943722141
高齢者,暮らし,筑後エリア,久留米市,聖マリア病院,830‐0047　久留米市津福本町422,0942353322
高齢者,暮らし,筑後エリア,久留米市,子育て交流プラザ くるるん,830‐0033　久留米市天神町８ リベール５階,0942345571
高齢者,暮らし,筑後エリア,久留米市,久留米市南部保健センター,830‐0055　久留米市上津１丁目１３番２２号,0942210056
高齢者,暮らし,筑後エリア,久留米市,宮ノ陣クリーンセンター 環境交流プラザ,839‐0805　久留米市宮ノ陣町八丁島２２２５,0942275371
高齢者,暮らし,筑後エリア,久留米市,福岡銀行 花畑支店,830‐0038　久留米市西町935-13,0942344318
高齢者,暮らし,筑後エリア,久留米市,石橋記念くるめっ子館,830‐0013　久留米市櫛原町80-1,0942358411
高齢者,暮らし,筑後エリア,久留米市,筑邦市民センター行政棟,830‐0073　久留米市大善寺町宮本165-12,0942270099
高齢者,暮らし,筑後エリア,久留米市,筑邦市民センター多目的棟,830‐0073　久留米市大善寺町宮本165-6,0942274210
高齢者,暮らし,筑後エリア,久留米市,えーるピア久留米,830‐0037　久留米市諏訪野町1830-6,0942307900
高齢者,暮らし,筑後エリア,久留米市,耳納市民センター行政棟,839‐0824　久留米市善導寺町飯田202-6,0942470099
高齢者,暮らし,筑後エリア,久留米市,耳納市民センター多目的棟,839‐0824　久留米市善導寺町飯田202-1,0942470995
高齢者,暮らし,筑後エリア,久留米市,上津市民センター,830‐0055　久留米市上津１−１３−２１,0942210099
高齢者,暮らし,筑後エリア,久留米市,高牟礼市民センター,839‐0851　久留米市御井町２２５９−３,0942450099
高齢者,暮らし,筑後エリア,久留米市,千歳市民センター,839‐0809　久留米市東合川８−６−２１,0942440099
高齢者,暮らし,筑後エリア,柳川市,西鉄大牟田線西鉄中島駅,839‐0254　福岡県柳川市大和町中島651,0944722503
高齢者,暮らし,筑後エリア,柳川市,西鉄大牟田線塩塚駅,839‐0243　福岡県柳川市大和町塩塚,0944722503
高齢者,暮らし,筑後エリア,柳川市,西鉄大牟田線徳益駅,839‐0241　福岡県柳川市大和町徳益,0944722503
高齢者,暮らし,筑後エリア,柳川市,西鉄大牟田線西鉄柳川駅,832‐0822　福岡県柳川市三橋町下百町,0944722503
高齢者,暮らし,筑後エリア,柳川市,西鉄大牟田線矢加部駅,832‐0806　福岡県柳川市三橋町柳河,0944722503
高齢者,暮らし,筑後エリア,柳川市,西鉄大牟田線蒲池駅,832‐0001　福岡県柳川市蒲生,0944722503
高齢者,暮らし,筑後エリア,柳川市,特別養護老人ホーム　第二敬和苑,839‐0243　福岡県柳川市大和町塩塚1378番,-
高齢者,暮らし,筑後エリア,柳川市,福岡地方裁判所柳川支部・福岡家庭裁判所柳川支部・柳川簡易裁判所・柳川検察審査会,832‐0045　福岡県柳川市本町4,0944723121
高齢者,暮らし,筑後エリア,柳川市,柳川総合庁舎,832‐0823　福岡県柳川市三橋町今古賀8-1,0944722111
高齢者,暮らし,筑後エリア,八女市,耳納高原病院,834‐0201　福岡県八女市星野村7277番地7,-
高齢者,暮らし,筑後エリア,八女市,筑水会病院,834‐0006　福岡県八女市吉田1191番地,-
高齢者,暮らし,筑後エリア,八女市,福岡地方裁判所八女支部・福岡家庭裁判所八女支部・八女簡易裁判所,834‐0031　福岡県八女市本町537-4,0943234036
高齢者,暮らし,筑後エリア,八女市,福岡県立ふれあいの家南筑後,834‐0012　福岡県八女市山内1268-2,0943227087
高齢者,暮らし,筑後エリア,八女市,福岡県八女普及指導センター,834‐0005　福岡県八女市大島360,0943233106
高齢者,暮らし,筑後エリア,八女市,八女総合庁舎,834‐0063　福岡県八女市本村25,0943226982
高齢者,暮らし,筑後エリア,八女市,福岡県農林業総合試験場　八女分場,834‐1213　福岡県八女市黒木町本分3266番地1,0943420292
高齢者,暮らし,筑後エリア,筑後市,JR九州西牟田駅,833‐0053　福岡県筑後市大字西牟田6887,-
高齢者,暮らし,筑後エリア,筑後市,JR九州羽犬塚駅,833‐0031　福岡県筑後市大字山ノ井,-
高齢者,暮らし,筑後エリア,筑後市,JR九州筑後船小屋駅,833‐0015　福岡県筑後市大字津島,-
高齢者,暮らし,筑後エリア,筑後市,JR九州新幹線　筑後船小屋駅,833‐0015　福岡県筑後市津島東1088-2,-
高齢者,暮らし,筑後エリア,筑後市,筑後市北部交流センター（チクロス）,833‐0054　筑後市大字蔵数515番地1,0942655502
高齢者,暮らし,筑後エリア,筑後市,筑後農林事務所,833‐0041　福岡県筑後市大字和泉606-1,0942525642
高齢者,暮らし,筑後エリア,筑後市,筑後県税事務所,833‐0031　福岡県筑後市大字和泉423,0942525131
高齢者,暮らし,筑後エリア,大川市,福岡県工業技術センター　インテリア研究所,831‐0031　福岡県大川市上巻405-3,0944863259
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線味坂駅,838‐0135　福岡県小郡市赤川,0942343322
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線端間駅,838‐0137　福岡県小郡市福童3410-8,0942343322
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線西鉄小郡駅,838‐0141　福岡県小郡市小郡,0942343322
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線大保駅,838‐0115　福岡県小郡市大保1221-3,0942343322
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線三沢駅,838‐0106　福岡県小郡市三沢,0942343322
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線三国が丘駅,838‐0106　福岡県小郡市三沢,0942343322
高齢者,暮らし,筑後エリア,小郡市,西鉄大牟田線津古駅,838‐0102　福岡県小郡市津古,0929222024
高齢者,暮らし,筑後エリア,うきは市,ケアビレッジ千年,839‐1304　福岡県うきは市吉井町千年74-1,-
高齢者,暮らし,筑後エリア,うきは市,うきは市立図書館,839‐1401　福岡県うきは市浮羽町朝田582-1,-
高齢者,暮らし,筑後エリア,うきは市,久大本線筑後大石駅,839‐1407　福岡県うきは市浮羽町三春,-
高齢者,暮らし,筑後エリア,うきは市,久大本線筑後吉井駅,839‐1321　福岡県うきは市吉井町,-
高齢者,暮らし,筑後エリア,うきは市,久大本線うきは駅,839‐1401　福岡県うきは市浮羽町朝田,-
高齢者,暮らし,筑後エリア,みやま市,西鉄大牟田線開駅,839‐0204　福岡県みやま市高田町北新開360-2,0944722503
高齢者,暮らし,筑後エリア,みやま市,西鉄大牟田線江の浦駅,839‐0213　福岡県みやま市高田町江浦,0944722503
高齢者,暮らし,筑後エリア,みやま市,コメリハードアンドグリーン 高田店,839‐0215　福岡県みやま市高田町濃施５０７番４号,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　江浦支所,839‐0213　福岡県みやま市高田町江浦205-1,-
高齢者,暮らし,筑後エリア,みやま市,山川総合保健福祉センター,835‐0101　福岡県みやま市山川町立山１２３４番地１,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　本郷支所,835‐0021　福岡県みやま市瀬高町本郷713,-
高齢者,暮らし,筑後エリア,みやま市,白雲社　せたかホール,835‐0024　福岡県みやま市瀬高町下庄533-1,-
高齢者,暮らし,筑後エリア,みやま市,白雲社　たかたホール,839‐0215　福岡県みやま市高田町濃施164-1,-
高齢者,暮らし,筑後エリア,みやま市,瀬高老人福祉センター,835‐0024　福岡県みやま市瀬高町下庄８０１番地１,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　南瀬高支所,835‐0013　福岡県みやま市瀬高町太神1325-7,-
高齢者,暮らし,筑後エリア,みやま市,みやま市役所　山川支所,835‐0101　福岡県みやま市山川町立山１２７８番地,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　東山支所,835‐0007　福岡県みやま市瀬高町長田3351-1,-
高齢者,暮らし,筑後エリア,みやま市,みやま市役所　高田支所,839‐0215　福岡県みやま市高田町濃施１５,-
高齢者,暮らし,筑後エリア,みやま市,道の駅 みやま,835‐0019　福岡県みやま市瀬高町大江2328,-
高齢者,暮らし,筑後エリア,みやま市,みやま市役所　本庁,835‐0023　福岡県みやま市瀬高町小川５番地,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　大江支所,835‐0019　福岡県みやま市瀬高町大江182-8,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　 山川支店,835‐0101　福岡県みやま市山川町立山964,-
高齢者,暮らし,筑後エリア,みやま市,山川市民センター,835‐0102　福岡県みやま市山川町尾野１７０６番地２,-
高齢者,暮らし,筑後エリア,みやま市,au ショップ　みやま店,835‐0024　福岡県みやま市瀬高町小川２１７-１,-
高齢者,暮らし,筑後エリア,みやま市,瀬高公民館,835‐0024　福岡県みやま市瀬高町下庄７９２番地１,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　開支所,839‐0203　福岡県みやま市高田町黒崎開680-1,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　高田東部支所,839‐0224　福岡県みやま市高田町田尻1567,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　本所,835‐0024　福岡県みやま市瀬高町下庄774-1,-
高齢者,暮らし,筑後エリア,みやま市,JAみなみ筑後　二川支所,839‐0215　福岡県みやま市高田町濃施362,-
高齢者,暮らし,筑後エリア,みやま市,まいピア高田,839‐0215　福岡県みやま市高田町濃施１４番地,-
高齢者,暮らし,筑後エリア,みやま市,高田総合保健福祉センター,839‐0214　福岡県みやま市高田町今福３１４番地１,-
